Instrument,Company,MinTradedQty,MarginRetail,MarginProfessional,LongPosSwap,ShortPosSwap,MarketH
MDB,"MongoDB, Inc.",1,20%,5%,-0.039878,-0.031448,1:30 pm to 8:00 pm
MDBI,Mediobanca Banca di Credito Finanziario SpA,1,20%,5%,-0.001758,-0.001346,7:01 am to 3:30 pm
MDCM,Mediclinic International PLC,1,20%,5%,-0.000687,-0.000575,7:01 am to 3:30 pm
MDG1,Medigene NA,1,20%,10%,-0.001086,-0.000831,7:00 am to 3:30 pm
MDLZ,Mondelez International Inc.,10,20%,20%,-0.014054,-0.012027,1:30 pm to 8:00 pm
MDRX,Allscripts Healthcare Solutions Inc,40,20%,10%,-0.002016,-0.001725,1:30 pm to 8:00 pm
MDT,Medtronic plc,10,20%,20%,-0.025826,-0.022100,1:30 pm to 8:00 pm
MDU,Mdu Resources Group Inc.,20,20%,20%,-0.005552,-0.004751,1:30 pm to 8:00 pm
MELI,MercadoLibre Inc,5,20%,10%,-0.265641,-0.227313,1:30 pm to 8:00 pm
MEOH,Methanex Corporation,10,20%,20%,-0.005575,-0.004771,1:30 pm to 8:00 pm
MET,MetLife Inc,10,20%,20%,-0.009074,-0.007765,1:30 pm to 8:00 pm
MF,Wendel SE,5,20%,10%,-0.019872,-0.015216,7:00 am to 3:30 pm
MFA,"MFA Financial, Inc.",1,20%,5%,-0.000667,-0.000571,1:30 pm to 8:00 pm
MFC,Manulife Financial Corp,5,20%,10%,-0.004734,-0.004478,1:30 pm to 8:00 pm
MG,Magna International Inc,5,20%,10%,-0.015315,-0.014487,1:30 pm to 8:00 pm
MGEN,"Miragen Therapeutics, Inc.",1,20%,5%,-0.000238,-0.000209,1:30 pm to 8:00 pm
MGGT,Meggitt PLC,1,20%,5%,-0.000660,-0.000553,7:01 am to 3:30 pm
MGM,MGM Resorts International,20,20%,20%,-0.005531,-0.004733,1:30 pm to 8:00 pm
MGNT,Magnit PJSC,1,20%,5%,-2.299344,-0.209031,7:00 am to 4:00 pm
MHK,Mohawk Industries Inc.,5,20%,10%,-0.023595,-0.020191,1:30 pm to 8:00 pm
MIC,Macquarie Infrastructure Co,20,20%,10%,-0.006468,-0.005535,1:30 pm to 8:00 pm
MIDD,The Middleby Corporation,5,20%,20%,-0.022579,-0.019321,1:30 pm to 8:00 pm
MIN,Mineral Resources Ltd.,40,20%,20%,-0.006375,-0.005679,12:00 am to 6:00 am
MKC,"McCormick & Company, Inc.",5,20%,20%,-0.047957,-0.041038,1:30 pm to 8:00 pm
MKL,Markel Corporation,1,20%,20%,-0.237748,-0.203444,1:30 pm to 8:00 pm
MKS,Marks & Spencer Group Plc,1,20%,5%,-0.000235,-0.000497,7:01 am to 3:30 pm
ML,MICHELIN SCA,5,20%,10%,-0.024522,-0.018776,7:00 am to 3:30 pm
MLCO,Melco Resorts & Entertainment Ltd,20,20%,10%,-0.004106,-0.003513,1:30 pm to 8:00 pm
MLM,Martin Marietta Materials Inc.,5,20%,10%,-0.056564,-0.048403,1:30 pm to 8:00 pm
MMB,Lagardere SCA,20,20%,10%,-0.005441,-0.004166,7:00 am to 3:30 pm
MMC,Marsh & McLennan Companies Inc.,10,20%,20%,-0.028270,-0.024191,1:30 pm to 8:00 pm
MMM,3M Company,5,20%,5%,-0.040122,-0.034333,1:30 pm to 8:00 pm
MMP,Magellan Midstream Partners LP,10,20%,20%,-0.008467,-0.007245,1:30 pm to 8:00 pm
MMT,Metropole Television SA,30,20%,10%,-0.002727,-0.002088,7:00 am to 3:30 pm
MND,Monadelphous Group Ltd.,40,20%,20%,-0.002618,-0.002332,12:00 am to 6:00 am
MNDI,Mondi PLC,1,20%,10%,-0.003993,-0.003345,7:01 am to 3:30 pm
MNG,M&G PLC,1,20%,5%,-0.000389,-0.000326,7:01 am to 3:30 pm
MNST,Monster Beverage Corp.,1,20%,10%,-0.019713,-0.016869,1:30 pm to 8:00 pm
MO,Altria Group,10,20%,20%,-0.009577,-0.008195,1:30 pm to 8:00 pm
MOMO,Momo Inc,10,20%,5%,-0.003460,-0.002961,1:30 pm to 8:00 pm
MONC,Moncler SpA,1,20%,5%,-0.009388,-0.007188,7:01 am to 3:30 pm
MONY,Moneysupermarket.com Group PLC,1,20%,5%,-0.000663,-0.000556,7:01 am to 3:30 pm
MOS,Mosaic Company,20,20%,10%,-0.004653,-0.003981,1:30 pm to 8:00 pm
MPC,Marathon Petroleum,10,20%,20%,-0.007167,-0.006133,1:30 pm to 8:00 pm
MPL,Medibank Private Ltd.,300,20%,20%,-0.000648,-0.000577,12:00 am to 6:00 am
MQG,Macquarie Group Ltd.,10,20%,10%,-0.030909,-0.027534,12:00 am to 6:00 am
MRK,Merck & Company Inc,1,20%,10%,-0.033394,-0.025569,7:00 am to 3:30 pm
MRK,Merck & Co. Inc.,10,20%,10%,-0.020759,-0.017764,1:30 pm to 8:00 pm
MRNA,"Moderna, Inc.",1,20%,5%,-0.016633,-0.017979,8:00 am to 12:00 am
MRO,Melrose Industries PLC,1,20%,5%,-0.000282,-0.000236,7:01 am to 3:30 pm
MRO,Marathon Oil Corporation,1,20%,5%,-0.001926,-0.001371,8:00 am to 12:00 am
MRVL,"Marvell Technology Group, Ltd.",1,20%,5%,-0.009522,-0.008148,1:30 pm to 8:00 pm
MRW,WM Morrison Supermarkets plc,50,20%,5%,-0.000447,-0.000374,7:01 am to 3:30 pm
MS,Mediaset SpA,1,20%,5%,-0.000452,-0.000346,7:01 am to 3:30 pm
MS,Morgan Stanley,15,20%,5%,-0.011772,-0.010073,1:30 pm to 8:00 pm
MSCI,MSCI Inc.,5,20%,10%,-0.088337,-0.075591,1:30 pm to 8:00 pm
MSFT,Microsoft Corporation,1,20%,5%,-0.055671,-0.044479,8:00 am to 12:00 am
MSGS,The Madison Square Garden Company,1,20%,5%,-0.037786,-0.032334,1:30 pm to 8:00 pm
MSI,"Motorola Solutions, Inc.",5,20%,20%,-0.038544,-0.032983,1:30 pm to 8:00 pm
MSM,MSC Industrial Direct Company Inc,5,20%,10%,-0.015422,-0.013197,1:30 pm to 8:00 pm
MT,ArcelorMittal S.A.,20,20%,20%,-0.002771,-0.002121,7:00 am to 3:30 pm
MTB,M&T Bank Corporation,5,20%,20%,-0.022849,-0.019552,1:30 pm to 8:00 pm
MTCH,Match Group,20,20%,20%,-0.026477,-0.022657,1:30 pm to 8:00 pm
MTD,Mettler-Toledo International Inc.,1,20%,20%,-0.244040,-0.208829,1:30 pm to 8:00 pm
MTG,MGIC Investment Corporation,50,20%,10%,-0.002144,-0.001834,1:30 pm to 8:00 pm
MTGb,Modern Times Group AB Series B,20,20%,20%,-0.029314,-0.029653,7:00 am to 3:25 pm
MTO,MITIE Group PLC,1,20%,5%,-0.000086,-0.000072,7:01 am to 3:30 pm
MTS,Metcash Ltd.,300,20%,20%,-0.000726,-0.000647,12:00 am to 6:00 am
MTSS,Mobile TeleSystems PJSC,1,20%,5%,-0.154252,-0.014023,7:00 am to 4:00 pm
MU,Micron Technology,1,20%,10%,-0.012297,-0.010523,1:30 pm to 8:00 pm
MUR,Murphy Oil Corporation,1,20%,10%,-0.002584,-0.002269,1:30 pm to 8:00 pm
MUV2,Munchener Ruck AG,5,20%,10%,-0.057866,-0.044307,7:00 am to 3:30 pm
MXIM,"Maxim Integrated Products, Inc.",1,20%,5%,-0.016404,-0.014038,1:30 pm to 8:00 pm
MYL,Mylan N.V.,10,20%,10%,-0.003608,-0.003087,1:30 pm to 8:00 pm
NA,National Bank of Canada,5,20%,5%,-0.016886,-0.015974,1:30 pm to 8:00 pm
NAB,National Australia Bank Ltd.,10,20%,10%,-0.004653,-0.004145,12:00 am to 6:00 am
NAT,Nordic American Tankers Limited,1,20%,5%,-0.000840,-0.000714,1:30 pm to 8:00 pm
NBL,"Noble Energy, Inc.",20,20%,20%,-0.002129,-0.001821,1:30 pm to 8:00 pm
NBR,Nabors Industries Ltd.,100,20%,10%,-0.006138,-0.005252,1:30 pm to 8:00 pm
NCCb,NCC AB Series B,30,20%,20%,-0.039213,-0.039667,7:00 am to 3:25 pm
NCM,Newcrest Mining Ltd.,30,20%,20%,-0.008011,-0.007137,12:00 am to 6:00 am
NCR,NCR Corporation,20,20%,20%,-0.004867,-0.004164,1:30 pm to 8:00 pm
NDA,Nordea Bank AB,1,20%,10%,-0.015935,-0.016119,7:00 am to 3:25 pm
NDA,Aurubis AG,1,20%,10%,-0.015627,-0.011966,7:00 am to 3:30 pm
NDAQ,NASDAQ Inc,10,20%,20%,-0.031031,-0.026553,1:30 pm to 8:00 pm
NDSN,Nordson Corporation,5,20%,20%,-0.045986,-0.039351,1:30 pm to 8:00 pm
NDX1,Nordex SE,1,20%,10%,-0.002796,-0.002141,7:00 am to 3:30 pm
NEE,NextEra Energy Inc,5,20%,20%,-0.070515,-0.060340,1:30 pm to 8:00 pm
NEL,Nel ASA,50,20%,10%,-0.004593,-0.002970,7:00 am to 2:20 pm
NELES,Neles Oyj,1,20%,10%,-0.003101,-0.002375,7:00 am to 3:30 pm
NEM,Newmont Mining Corporation,10,20%,5%,-0.015371,-0.013153,1:30 pm to 8:00 pm
NESN,Nestle SA,4,20%,5%,-0.024230,-0.028192,7:00 am to 3:30 pm
NESTE,Neste Oil Corporation,20,20%,10%,-0.012487,-0.009561,7:00 am to 3:30 pm
NET,"Cloudflare, Inc.",1,20%,5%,-0.009620,-0.008174,1:30 pm to 8:00 pm
NEU,Newmarket Corporation,5,20%,20%,-0.086875,-0.074340,1:30 pm to 8:00 pm
NEX,National Express Group PLC,1,20%,5%,-0.000357,-0.000299,7:01 am to 3:30 pm
NEX,Nexans SA,20,20%,10%,-0.012298,-0.009416,7:00 am to 3:30 pm
NFG,National Fuel Gas Company,10,20%,20%,-0.010449,-0.008941,1:30 pm to 8:00 pm
NFLX,Netflix Inc.,1,20%,5%,-0.120523,-0.103133,8:00 am to 12:00 am
NG,National Grid PLC,1,20%,10%,-0.002192,-0.001837,7:01 am to 3:30 pm
NGM,"NGM Biopharmaceuticals, Inc.",10,20%,10%,-0.004391,-0.003799,1:30 pm to 8:00 pm
NHH,NH Hotel Group S.A.,1,20%,10%,-0.000687,-0.000526,7:00 am to 3:30 pm
NI,NiSource Inc.,20,20%,10%,-0.005542,-0.004743,1:30 pm to 8:00 pm
NIO,NIO Inc,1,20%,5%,-0.004915,-0.003234,8:00 am to 12:00 am
NK,Imerys SA,10,20%,10%,-0.008329,-0.006377,7:00 am to 3:30 pm
NKE,NIKE Inc.,1,20%,5%,-0.031082,-0.026597,8:00 am to 12:00 am
NKLA,Nikola Corporation,1,20%,5%,-0.004906,-0.004198,8:00 am to 12:00 am
NKT,NKT A/S,20,20%,10%,-0.038168,-0.049175,7:00 am to 3:00 pm
NLMK,Novolipetsk Steel PJSC,1,20%,5%,-0.077192,-0.007018,7:00 am to 4:00 pm
NLOK,NortonLifeLock Inc,15,20%,5%,-0.005230,-0.004475,1:30 pm to 8:00 pm
NLSN,Nielsen Holdings,20,20%,20%,-0.003470,-0.002969,1:30 pm to 8:00 pm
NLY,"Annaly Capital Management, Inc.",50,20%,20%,-0.001823,-0.001560,1:30 pm to 8:00 pm
NN,NN Group N.V.,1,20%,5%,-0.008365,-0.006405,7:00 am to 3:30 pm
NOC,Northrop Grumman Corporation,5,20%,20%,-0.082060,-0.070220,1:30 pm to 8:00 pm
NOKIA,Nokia Oyj,50,20%,10%,-0.000872,-0.000668,7:00 am to 3:30 pm
NOS,Nos SGPS SA,1,20%,10%,-0.000853,-0.000602,7:00 am to 3:25 pm
NOV,National-Oilwell Varco Inc,10,20%,20%,-0.002379,-0.002036,1:30 pm to 8:00 pm
NOVN,Novartis AG,3,20%,10%,-0.017796,-0.020706,7:00 am to 3:30 pm
NOVOb,Novo Nordisk A/S,5,20%,10%,-0.091342,-0.117683,7:00 am to 3:00 pm
NOVS,Novus Capital Corp,1,20%,5%,-0.002691,-0.001492,1:30 pm to 8:00 pm
NOW,"ServiceNow, Inc.",5,20%,10%,-0.120141,-0.102806,1:30 pm to 8:00 pm
NREF,"NexPoint Real Estate Finance, Inc.",1,20%,5%,-0.003668,-0.003139,1:30 pm to 8:00 pm
NRG,NRG Energy Inc,20,20%,10%,-0.007387,-0.006321,1:30 pm to 8:00 pm
NS,NuStar Energy LP,30,20%,20%,-0.002577,-0.002205,1:30 pm to 8:00 pm
NSC,Norfolk Southern Corporation,5,20%,20%,-0.054852,-0.046938,1:30 pm to 8:00 pm
NTAP,NetApp Inc.,5,20%,5%,-0.010500,-0.008985,1:30 pm to 8:00 pm
NTGR,"NETGEAR, Inc",1,20%,5%,-0.007416,-0.006346,1:30 pm to 8:00 pm
NTGY,Naturgy Energy Group,10,20%,10%,-0.004569,-0.003498,7:00 am to 3:30 pm
NTRS,Northern Trust Corporation,5,20%,20%,-0.019127,-0.016368,1:30 pm to 8:00 pm
NUAN,Nuance Communications Inc,1,20%,5%,-0.008299,-0.007102,1:30 pm to 8:00 pm
NUE,Nucor Corporation,10,20%,20%,-0.011323,-0.009689,1:30 pm to 8:00 pm
NVAX,"Novavax, Inc.",1,20%,5%,-0.033431,-0.024202,8:00 am to 12:00 am
NVDA,NVIDIA Corporation,1,20%,10%,-0.128799,-0.110216,8:00 am to 12:00 am
NVEE,NV5 Global Inc,1,20%,5%,-0.013678,-0.011835,1:30 pm to 8:00 pm
NVTA,InVitae Corporation,1,20%,5%,-0.010732,-0.009119,1:30 pm to 8:00 pm
NVTK,NovaTek PJSC,1,20%,5%,-0.497612,-0.045238,7:00 am to 4:00 pm
NWG,NatWest Group plc,1,20%,5%,-0.000252,-0.000214,7:01 am to 3:30 pm
NWL,Newell Brands Inc.,20,20%,10%,-0.004191,-0.003586,1:30 pm to 8:00 pm
NXI,Nexity SA,10,20%,10%,-0.006984,-0.005347,7:00 am to 3:30 pm
NXPI,NXP Semiconductors NV,2,20%,10%,-0.029972,-0.025648,1:30 pm to 8:00 pm
NXT,Next plc,1,20%,5%,-0.015206,-0.012740,7:01 am to 3:30 pm
NYCB,New York Community Bancorp Inc.,40,20%,10%,-0.002059,-0.001762,1:30 pm to 8:00 pm
NZYM,Novozymes A/S,5,20%,20%,-0.082504,-0.106297,7:00 am to 3:00 pm
O,Realty Income Corp,1,20%,5%,-0.015003,-0.012838,1:30 pm to 8:00 pm
O2D,Telefonica Deutschland Holding AG,1,20%,5%,-0.000596,-0.000456,7:00 am to 3:30 pm
OAS,Oasis Petroleum Inc,1,20%,10%,-0.000099,-0.000073,1:30 pm to 8:00 pm
OBEL,Orange Belgium SA,1,20%,20%,-0.003703,-0.002835,7:00 am to 3:30 pm
OC,Owens Corning Inc,10,20%,10%,-0.016750,-0.014333,1:30 pm to 8:00 pm
OCDO,Ocado Group PLC,1,20%,5%,-0.007230,-0.006058,7:01 am to 3:30 pm
OCGN,"Ocugen, Inc.",1,20%,5%,-0.000090,-0.000139,1:30 pm to 8:00 pm
OCI,OCI NV,30,20%,20%,-0.002750,-0.002106,7:00 am to 3:30 pm
ODFL,"Old Dominion Freight Line, Inc.",5,20%,20%,-0.045638,-0.039053,1:30 pm to 8:00 pm
OGE,Oge Energy Corporation,20,20%,20%,-0.007336,-0.006277,1:30 pm to 8:00 pm
OHI,Omega Healthcare Investors Inc.,1,20%,5%,-0.007490,-0.006409,1:30 pm to 8:00 pm
OHL,"Obrascon Huarte Lain, S.A.",1,20%,20%,-0.000152,-0.000116,7:00 am to 3:30 pm
OI,Owens-Illinois Inc.,30,20%,20%,-0.002522,-0.002158,1:30 pm to 8:00 pm
OII,"Oceaneering International, Inc.",20,20%,10%,-0.000890,-0.000761,1:30 pm to 8:00 pm
OKE,ONEOK Inc,10,20%,20%,-0.006261,-0.005357,1:30 pm to 8:00 pm
OKTA,"Okta, Inc",1,20%,5%,-0.054111,-0.046304,1:30 pm to 8:00 pm
OM,"Outset Medical, Inc.",1,20%,5%,-0.012533,-0.010649,1:30 pm to 8:00 pm
OMC,Omnicom Group Inc.,10,20%,20%,-0.012302,-0.010527,1:30 pm to 8:00 pm
OMU,Old Mutual plc,1,20%,5%,-0.000112,-0.000094,7:01 am to 3:30 pm
OMVV,OMV AG,10,20%,10%,-0.006308,-0.004830,7:00 am to 3:30 pm
ON,ON Semiconductor Corporation,1,20%,5%,-0.005129,-0.004389,1:30 pm to 8:00 pm
OPK,Opko Health Inc,1,20%,5%,-0.000807,-0.000691,1:30 pm to 8:00 pm
OPL,Orange Polska SA,100,20%,20%,-0.001910,-0.001337,7:00 am to 2:45 pm
OR,L'OREAL SA,1,20%,10%,-0.073043,-0.055927,7:00 am to 3:30 pm
ORA,Orange SA,30,20%,10%,-0.002405,-0.001842,7:00 am to 3:30 pm
ORCL,Oracle Corporation,15,20%,10%,-0.014960,-0.012802,8:00 am to 12:00 am
ORG,Origin Energy Ltd.,100,20%,20%,-0.001149,-0.001023,12:00 am to 6:00 am
ORI,Orica Ltd.,40,20%,20%,-0.004164,-0.003709,12:00 am to 6:00 am
ORI,Old Republic International Corporation,30,20%,20%,-0.003560,-0.003047,1:30 pm to 8:00 pm
ORNBV,Orion Oyj,20,20%,20%,-0.010277,-0.007869,7:00 am to 3:30 pm
ORP,Orpea SA,5,20%,10%,-0.025049,-0.019180,7:00 am to 3:30 pm
ORY,Oryzon Genomics SA,1,20%,10%,-0.000789,-0.000604,7:00 am to 3:30 pm
OSH,Oil Search Ltd.,100,20%,20%,-0.000706,-0.000629,12:00 am to 6:00 am
OSK,Oshkosh Corporation,10,20%,10%,-0.017951,-0.015361,1:30 pm to 8:00 pm
OSR,Osram Licht AG,1,20%,5%,-0.013552,-0.010376,7:00 am to 3:30 pm
OTB,On The Beach Group plc,1,20%,5%,-0.000599,-0.000502,7:01 am to 3:30 pm
OTEX,Open Text Corporation,20,20%,20%,-0.010493,-0.008979,1:30 pm to 8:00 pm
OVS,OVS SpA,1,20%,10%,-0.000246,-0.000188,7:01 am to 3:30 pm
OVV,Ovintiv Inc,20,20%,10%,-0.002966,-0.002806,1:30 pm to 8:00 pm
OXY,Occidental Petroleum Corporation,1,20%,5%,-0.007307,-0.002663,8:00 am to 12:00 am
OZL,OZ Minerals Ltd.,100,20%,20%,-0.003591,-0.003199,12:00 am to 6:00 am
PAAS,Pan American Silver Corporation,30,20%,10%,-0.007817,-0.006689,1:30 pm to 8:00 pm
PAGE,PageGroup PLC,1,20%,20%,-0.000927,-0.000777,7:01 am to 3:30 pm
PANW,"Palo Alto Networks, Inc.",1,20%,10%,-0.060601,-0.051857,1:30 pm to 8:00 pm
PARG,Pargesa Holding SA,5,20%,20%,-0.016469,-0.019162,7:00 am to 3:30 pm
PAYX,"Paychex, Inc.",10,20%,10%,-0.019452,-0.016645,1:30 pm to 8:00 pm
PB,Prosperity Bancshares Inc.,10,20%,20%,-0.012435,-0.010641,1:30 pm to 8:00 pm
PBB,Deutsche Pfandbriefbank AG,1,20%,10%,-0.001455,-0.001114,7:00 am to 3:30 pm
PBCT,People's United Financial Inc.,30,20%,20%,-0.002487,-0.002128,1:30 pm to 8:00 pm
PBI,Pitney Bowes Inc,0,20%,10%,-0.001278,-0.001093,1:30 pm to 8:00 pm
PBR,Petrobras Brasileiro SA,30,20%,20%,-0.001866,-0.001597,1:30 pm to 8:00 pm
PCG,Pacific Gas & Electric Corporation,10,20%,20%,-0.002502,-0.002141,1:30 pm to 8:00 pm
PD,"Pagerduty, Inc",1,20%,5%,-0.006634,-0.005676,1:30 pm to 8:00 pm
PDD,Pinduoduo Inc.,15,20%,5%,-0.019914,-0.017231,1:30 pm to 8:00 pm
PEABB,Peab AB - Class B,1,20%,10%,-0.021805,-0.022057,7:00 am to 3:25 pm
PEAK,Healthpeak Properties Inc,20,20%,20%,-0.006689,-0.005724,1:30 pm to 8:00 pm
PEG,Public Service Enterprise Group,10,20%,20%,-0.013550,-0.011595,1:30 pm to 8:00 pm
PEO,Bank Pekao SA,5,20%,20%,-0.013431,-0.009401,7:00 am to 2:45 pm
PEP,"PepsiCo, Inc.",5,20%,5%,-0.033425,-0.028602,1:30 pm to 8:00 pm
PETS,Pets at Home Group PLC,1,20%,5%,-0.001005,-0.000842,7:01 am to 3:30 pm
PFC,Petrofac,1,20%,5%,-0.000273,-0.000229,7:01 am to 3:30 pm
PFE,Pfizer Inc.,15,20%,5%,-0.009035,-0.007731,8:00 am to 12:00 am
PFG,Principal Financial Group Inc.,10,20%,20%,-0.009669,-0.008274,1:30 pm to 8:00 pm
PFG,Provident Financial PLC,1,20%,5%,-0.000499,-0.000418,7:01 am to 3:30 pm
PFPT,Proofpoint Inc,5,20%,10%,-0.026413,-0.022602,1:30 pm to 8:00 pm
PG,Procter & Gamble Co.,5,20%,5%,-0.034449,-0.029479,1:30 pm to 8:00 pm
PGE,Polska Grupa Energetyczna SA,25,20%,10%,-0.003503,-0.001385,7:00 am to 2:45 pm
PGHN,Partners Group,1,20%,20%,-0.185345,-0.215653,7:00 am to 3:30 pm
PGN,Polskie Gornictwo Naftowe i Gazownictwo SA,1,20%,5%,-0.001354,-0.000948,7:00 am to 2:45 pm
PGR,The Progressive Corporation,10,20%,20%,-0.023178,-0.019834,1:30 pm to 8:00 pm
PGRE,Paramount Group Inc.,1,20%,5%,-0.001763,-0.001509,1:30 pm to 8:00 pm
PH,Parker-Hannifin Corporation,5,20%,20%,-0.050063,-0.042840,1:30 pm to 8:00 pm
PHG,Royal Philips NV,20,20%,10%,-0.010407,-0.007968,7:00 am to 3:30 pm
PHM,PulteGroup Inc.,20,20%,10%,-0.011015,-0.009425,1:30 pm to 8:00 pm
PHNX,Phoenix Group Holdings,1,20%,10%,-0.001733,-0.001452,7:01 am to 3:30 pm
PII,Polaris Industries Inc.,5,20%,10%,-0.022736,-0.019456,1:30 pm to 8:00 pm
PING,Ping Identity Corporation,1,20%,5%,-0.007270,-0.006177,1:30 pm to 8:00 pm
PINS,"Pinterest, Inc.",1,20%,5%,-0.009575,-0.008136,8:00 am to 12:00 am
PIRC,Pirelli & C SpA,1,20%,5%,-0.000983,-0.000753,7:01 am to 3:30 pm
PKG,Packaging Corporaton of America,5,20%,20%,-0.027390,-0.023438,1:30 pm to 8:00 pm
PKI,PerkinElmer Inc.,10,20%,20%,-0.029985,-0.025658,1:30 pm to 8:00 pm
PKN,Polski Koncern Naftowy ORLEN SA,10,20%,20%,-0.012354,-0.008648,7:00 am to 2:45 pm
PKO,PKO Bank Polski,20,20%,10%,-0.005554,-0.003888,7:00 am to 2:45 pm
PLD,"ProLogis, Inc",1,20%,5%,-0.024438,-0.020912,1:30 pm to 8:00 pm
PLRX,"Pliant Therapeutics, Inc.",1,20%,5%,-0.003316,-0.004607,1:30 pm to 8:00 pm
PLUG,"Plug Power, Inc",1,20%,5%,-0.005075,-0.003032,8:00 am to 12:00 am
PM,Philip Morris International Inc,10,20%,20%,-0.018872,-0.016149,1:30 pm to 8:00 pm
PNC,PNC Financial Services Group Inc.,5,20%,20%,-0.026260,-0.022471,1:30 pm to 8:00 pm
PNDORA,PANDORA A/S,1,20%,5%,-0.094010,-0.121121,7:00 am to 3:00 pm
PNN,Pennon Group PLC,1,20%,20%,-0.002721,-0.002280,7:01 am to 3:30 pm
PNR,Pentair plc,10,20%,20%,-0.011254,-0.009630,1:30 pm to 8:00 pm
POLY,Polymetal International PLC,1,20%,5%,-0.004312,-0.003613,7:01 am to 3:30 pm
POM,Compagnie Plastic Omnium SA,10,20%,10%,-0.005824,-0.004460,7:00 am to 3:30 pm
POOL,POOLCORP,5,20%,20%,-0.078911,-0.067526,1:30 pm to 8:00 pm
POST,Oesterreichische Post AG,1,20%,10%,-0.007838,-0.006001,7:00 am to 3:30 pm
POW,Power Corporation of Canada,10,20%,10%,-0.006952,-0.006576,1:30 pm to 8:00 pm
PPD,"Pharmaceutical Product Development, Inc.",1,20%,5%,-0.008448,-0.007229,1:30 pm to 8:00 pm
PPG,"PPG Industries, Inc.",5,20%,20%,-0.030103,-0.025760,1:30 pm to 8:00 pm
PPL,Pembina Pipeline Corp,10,20%,10%,-0.007426,-0.007024,1:30 pm to 8:00 pm
PPL,PPL Corporation,20,20%,20%,-0.006626,-0.005670,1:30 pm to 8:00 pm
PPT,Perpetual Ltd.,20,20%,20%,-0.007198,-0.006412,12:00 am to 6:00 am
PRFX,PainReform Ltd,1,20%,5%,-0.001522,-0.001336,1:30 pm to 8:00 pm
PROX,Proximus NV,1,20%,20%,-0.004149,-0.003177,7:00 am to 3:30 pm
PRTY,"Party City Holdco, Inc.",1,20%,5%,-0.000674,-0.000573,1:30 pm to 8:00 pm
PRU,Prudential plc,1,20%,5%,-0.002838,-0.002378,7:01 am to 3:30 pm
PRU,"Prudential Financial, Inc.",5,20%,20%,-0.015537,-0.013295,1:30 pm to 8:00 pm
PRY,Prysmian SpA,1,20%,5%,-0.006602,-0.005055,7:01 am to 3:30 pm
PSEC,Prospect Capital Corporation,1,20%,10%,-0.001263,-0.001080,1:30 pm to 8:00 pm
PSM,ProSiebenSat.1 Media SE,1,20%,5%,-0.002842,-0.002176,7:00 am to 3:30 pm
PSN,Persimmon PLC,1,20%,5%,-0.006205,-0.005199,7:01 am to 3:30 pm
PSON,Pearson PLC,1,20%,5%,-0.001414,-0.001185,7:01 am to 3:30 pm
PSPN,PSP Swiss Property AG,10,20%,20%,-0.024888,-0.028958,7:00 am to 3:30 pm
PST,Poste Italiane SpA,1,20%,5%,-0.002053,-0.001572,7:01 am to 3:30 pm
PSX,Phillips 66,1,20%,5%,-0.013231,-0.011322,1:30 pm to 8:00 pm
PTC,PTC Inc.,10,20%,20%,-0.020455,-0.017504,1:30 pm to 8:00 pm
PTEC,Playtech PLC,1,20%,5%,-0.000922,-0.000772,7:01 am to 3:30 pm
PTM,Platinum Asset Management Ltd.,100,20%,20%,-0.000796,-0.000709,12:00 am to 6:00 am
PTON,"Peloton Interactive, Inc.",1,20%,5%,-0.016602,-0.013092,8:00 am to 12:00 am
PTVE,Pactiv Evergreen Inc.,1,20%,5%,-0.003214,-0.001988,1:30 pm to 8:00 pm
PUB,PUBLICIS GROUPE SA,10,20%,20%,-0.007138,-0.005465,7:00 am to 3:30 pm
PVH,PVH Corp,5,20%,10%,-0.015393,-0.013172,1:30 pm to 8:00 pm
PWR,Quanta Services Inc.,20,20%,20%,-0.012946,-0.011078,1:30 pm to 8:00 pm
PXD,Pioneer Natural Resources Company,1,20%,5%,-0.021499,-0.018397,1:30 pm to 8:00 pm
PYPL,PayPal Holdings Inc.,1,20%,5%,-0.046831,-0.040074,8:00 am to 12:00 am
PZU,Powszechny Zaklad Ubezpieczen SA,1,20%,10%,-0.006804,-0.004763,7:00 am to 2:45 pm
QAN,Qantas Airways Ltd.,100,20%,20%,-0.000983,-0.000876,12:00 am to 6:00 am
QBE,QBE Insurance Group Ltd,40,20%,20%,-0.002199,-0.001959,12:00 am to 6:00 am
QCOM,QUALCOMM Incorporated,5,20%,10%,-0.028654,-0.024520,1:30 pm to 8:00 pm
QEP,"QEP Resources, Inc.",1,20%,5%,-0.000257,-0.000198,1:30 pm to 8:00 pm
QGEN,Qiagen NV,20,20%,20%,-0.012993,-0.011118,1:30 pm to 8:00 pm
QH,Quhuo Ltd.,1,20%,5%,-0.001659,-0.001026,1:30 pm to 8:00 pm
QIA,Qiagen NV,1,20%,5%,-0.011975,-0.009169,7:00 am to 3:30 pm
QLGN,"Qualigen Therapeutics, Inc.",1,20%,5%,-0.001070,-0.009820,1:30 pm to 8:00 pm
QQ,QinetiQ Group PLC,1,20%,5%,-0.000679,-0.000569,7:01 am to 3:30 pm
QQQ,Invesco QQQ Trust Series 1,1,20%,5%,-0.035097,-0.032833,1:30 pm to 8:00 pm
QRVO,"Qorvo, Inc.",10,20%,10%,-0.031451,-0.026913,1:30 pm to 8:00 pm
